t_sim,q1,q2,q3,q4,q5,q6,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,tau1,tau2,tau3,tau4,tau5,tau6,tracking_error,box_x,box_y,box_z
11.5600,-0.303803,-2.155370,0.642740,0.282315,-1.006271,-0.274859,1.089359,-0.938797,-3.197224,0.044283,-1.124785,0.318837,-0.448667,0.392199,1.322599,-0.014806,0.458960,-0.096576,4.311549,0.2000,0.0000,0.4799
11.5800,-0.307795,-2.152048,0.648854,0.272222,-0.990831,-0.286775,1.084768,-0.934841,-3.183750,0.044096,-1.120045,0.317493,-0.456283,0.398681,1.344868,-0.015061,0.466514,-0.098823,4.306222,0.2000,0.0000,0.4799
11.6000,-0.311572,-2.149030,0.654664,0.262974,-0.975341,-0.298646,1.080102,-0.930819,-3.170054,0.043907,-1.115227,0.316127,-0.463849,0.405124,1.366994,-0.015310,0.474011,-0.101038,4.300554,0.2000,0.0000,0.4799
11.6200,-0.315165,-2.146315,0.660217,0.254545,-0.959808,-0.310470,1.075360,-0.926733,-3.156139,0.043714,-1.110332,0.314740,-0.471362,0.411526,1.388971,-0.015553,0.481450,-0.103221,4.294591,0.2000,0.0000,0.4799
11.6400,-0.318603,-2.143896,0.665556,0.246901,-0.944237,-0.322243,1.070545,-0.922584,-3.142006,0.043518,-1.105360,0.313330,-0.478822,0.417886,1.410793,-0.015789,0.488828,-0.105375,4.288373,0.2000,0.0000,0.4799
11.6600,-0.321912,-2.141764,0.670717,0.240001,-0.928637,-0.333966,1.065656,-0.918370,-3.127656,0.043319,-1.100311,0.311899,-0.486226,0.424200,1.432455,-0.016019,0.496142,-0.107503,4.281936,0.2000,0.0000,0.4799
11.6800,-0.325114,-2.139906,0.675734,0.233802,-0.913019,-0.345639,1.060693,-0.914093,-3.113091,0.043118,-1.095187,0.310447,-0.493573,0.430467,1.453950,-0.016243,0.503390,-0.109606,4.275310,0.2000,0.0000,0.4799
11.7000,-0.328230,-2.138309,0.680637,0.228255,-0.897395,-0.357265,1.055658,-0.909754,-3.098313,0.042913,-1.089988,0.308973,-0.500859,0.436685,1.475273,-0.016461,0.510570,-0.111685,4.268521,0.2000,0.0000,0.4799
11.7200,-0.331279,-2.136957,0.685450,0.223311,-0.881777,-0.368847,1.050550,-0.905352,-3.083323,0.042705,-1.084715,0.307478,-0.508084,0.442852,1.496416,-0.016674,0.517679,-0.113743,4.261592,0.2000,0.0000,0.4799
11.7400,-0.334274,-2.135833,0.690193,0.218921,-0.866181,-0.380391,1.045371,-0.900889,-3.068123,0.042495,-1.079367,0.305962,-0.515245,0.448965,1.517374,-0.016882,0.524716,-0.115780,4.254539,0.2000,0.0000,0.4799
11.7600,-0.337229,-2.134920,0.694886,0.215035,-0.850619,-0.391903,1.040122,-0.896365,-3.052714,0.042281,-1.073947,0.304426,-0.522341,0.455022,1.538142,-0.017084,0.531679,-0.117799,4.247378,0.2000,0.0000,0.4799
11.7800,-0.340184,-2.134197,0.699578,0.211595,-0.835114,-0.403375,1.034801,-0.891780,-3.037100,0.042065,-1.068453,0.302869,-0.529370,0.461022,1.558714,-0.017283,0.538569,-0.119815,4.240155,0.2000,0.0000,0.4799
11.8000,-0.343205,-2.133643,0.704353,0.208545,-0.819677,-0.414817,1.029412,-0.887135,-3.021281,0.041846,-1.062888,0.301291,-0.536329,0.466964,1.579084,-0.017478,0.545381,-0.121814,4.232961,0.2000,0.0000,0.4799
11.8200,-0.346348,-2.133248,0.709279,0.205836,-0.804308,-0.426241,1.023953,-0.882431,-3.005260,0.041624,-1.057252,0.299694,-0.543218,0.472844,1.599247,-0.017669,0.552114,-0.123802,4.225873,0.2000,0.0000,0.4799
11.8400,-0.350002,-2.133269,0.714906,0.203120,-0.787331,-0.438406,1.018426,-0.877668,-2.989040,0.041399,-1.051546,0.298076,-0.549973,0.478644,1.619043,-0.017678,0.558241,-0.124665,4.219800,0.2000,0.0000,0.4799
11.8600,-0.353504,-2.133441,0.720377,0.201240,-0.772345,-0.449611,1.012832,-0.872847,-2.972621,0.041172,-1.045770,0.296439,-0.556779,0.484412,1.638939,-0.018033,0.565317,-0.127818,4.213214,0.2000,0.0000,0.4799
11.8800,-0.357011,-2.133498,0.725822,0.199668,-0.758357,-0.460684,1.007171,-0.867969,-2.956006,0.040942,-1.039925,0.294782,-0.563446,0.490101,1.658447,-0.018230,0.571860,-0.129800,4.206379,0.2000,0.0000,0.4799
11.9000,-0.361243,-2.133974,0.732233,0.197752,-0.741900,-0.472866,1.001444,-0.863033,-2.939199,0.040709,-1.034012,0.293106,-0.569992,0.495705,1.677624,-0.018273,0.577856,-0.131021,4.200991,0.2000,0.0000,0.4799
11.9200,-0.365285,-2.134446,0.738391,0.196669,-0.727993,-0.483975,0.995653,-0.858042,-2.922200,0.040474,-1.028032,0.291411,-0.576540,0.501267,1.696766,-0.018577,0.584563,-0.133702,4.194869,0.2000,0.0000,0.4799
11.9400,-0.369959,-2.135261,0.745382,0.195304,-0.712123,-0.496065,0.989797,-0.852996,-2.905013,0.040236,-1.021985,0.289697,-0.582935,0.506732,1.715493,-0.018645,0.590472,-0.135105,4.189989,0.2000,0.0000,0.4799
11.9600,-0.374653,-2.136121,0.752384,0.194450,-0.697703,-0.507693,0.983877,-0.847894,-2.887640,0.039995,-1.015873,0.287964,-0.589199,0.512110,1.733854,-0.018571,0.595870,-0.135631,4.184861,0.2000,0.0000,0.4799
11.9800,-0.379574,-2.137197,0.759682,0.193932,-0.683754,-0.519149,0.977895,-0.842739,-2.870083,0.039752,-1.009697,0.286213,-0.595558,0.517475,1.752414,-0.019078,0.602958,-0.139474,4.179971,0.2000,0.0000,0.4799
12.0000,-0.384941,-2.138544,0.767564,0.193355,-0.668869,-0.531201,0.971852,-0.837531,-2.852346,0.039506,-1.003457,0.284444,-0.601713,0.522722,1.770425,-0.019197,0.608772,-0.141154,4.175902,0.2000,0.0000,0.4799
12.0200,-0.390519,-2.140030,0.775699,0.193022,-0.654371,-0.543309,0.965748,-0.832270,-2.834430,0.039258,-0.997154,0.282658,-0.607774,0.527891,1.788165,-0.019304,0.614458,-0.142776,4.172061,0.2000,0.0000,0.4799
12.0400,-0.396329,-2.141689,0.784116,0.192929,-0.640175,-0.555461,0.959583,-0.826958,-2.816338,0.039007,-0.990789,0.280854,-0.613748,0.532981,1.805644,-0.019420,0.620085,-0.144454,4.168493,0.2000,0.0000,0.4799
12.0600,-0.402414,-2.143595,0.792878,0.193076,-0.626119,-0.567701,0.953360,-0.821595,-2.798074,0.038754,-0.984364,0.279032,-0.619649,0.537998,1.822900,-0.019610,0.625853,-0.146491,4.165316,0.2000,0.0000,0.4799
12.0800,-0.408677,-2.145640,0.801845,0.193517,-0.612630,-0.579981,0.947080,-0.816182,-2.779640,0.038499,-0.977879,0.277194,-0.625445,0.542931,1.839852,-0.019770,0.631435,-0.148343,4.162301,0.2000,0.0000,0.4799
12.1000,-0.415197,-2.147916,0.811125,0.194200,-0.599322,-0.592387,0.940742,-0.810720,-2.761039,0.038242,-0.971335,0.275339,-0.631330,0.547862,1.856801,-0.020569,0.639027,-0.151126,4.159649,0.2000,0.0000,0.4799
12.1200,-0.422158,-2.150464,0.820945,0.194742,-0.584799,-0.605447,0.934348,-0.805210,-2.742273,0.037982,-0.964733,0.273468,-0.636638,0.552492,1.872657,-0.019647,0.640881,-0.150239,4.157855,0.2000,0.0000,0.4799
12.1400,-0.429306,-2.153247,0.830971,0.195686,-0.570974,-0.618320,0.927899,-0.799653,-2.723346,0.037719,-0.958075,0.271580,-0.642207,0.557198,1.888900,-0.020070,0.647021,-0.153263,4.156214,0.2000,0.0000,0.4799
12.1600,-0.436521,-2.156157,0.841046,0.197165,-0.558521,-0.631038,0.921396,-0.794049,-2.704261,0.037455,-0.951360,0.269677,-0.647829,0.561890,1.905025,-0.021050,0.654971,-0.156299,4.154467,0.2000,0.0000,0.4799
12.1800,-0.444289,-2.159442,0.851792,0.198344,-0.544083,-0.644600,0.914841,-0.788399,-2.685020,0.037189,-0.944592,0.267758,-0.652841,0.566256,1.920040,-0.020119,0.656412,-0.155947,4.153891,0.2000,0.0000,0.4799
12.2000,-0.452104,-2.162918,0.862558,0.200210,-0.531377,-0.657820,0.908233,-0.782705,-2.665628,0.036920,-0.937769,0.265824,-0.658317,0.570798,1.935671,-0.021383,0.665147,-0.159740,4.153136,0.2000,0.0000,0.4799
12.2200,-0.460408,-2.166754,0.873902,0.201884,-0.517087,-0.671756,0.901575,-0.776967,-2.646086,0.036649,-0.930894,0.263876,-0.663123,0.574984,1.950099,-0.020450,0.666320,-0.159708,4.153404,0.2000,0.0000,0.4799
12.2400,-0.468905,-2.170846,0.885444,0.203973,-0.503466,-0.685709,0.894867,-0.771186,-2.626398,0.036377,-0.923968,0.261912,-0.668020,0.579166,1.964488,-0.020243,0.669851,-0.160373,4.153897,0.2000,0.0000,0.4799
12.2600,-0.477519,-2.175175,0.897086,0.206675,-0.491235,-0.699514,0.888110,-0.765363,-2.606568,0.036102,-0.916992,0.259935,-0.673234,0.583463,1.979253,-0.021825,0.679465,-0.164550,4.154397,0.2000,0.0000,0.4799
12.2800,-0.486679,-2.179917,0.909347,0.209109,-0.477053,-0.714051,0.881306,-0.759500,-2.586599,0.035825,-0.909967,0.257943,-0.677708,0.587367,1.992750,-0.020861,0.680123,-0.164893,4.156058,0.2000,0.0000,0.4799
12.3000,-0.496161,-2.185035,0.921954,0.211810,-0.462828,-0.728815,0.874456,-0.753596,-2.566493,0.035547,-0.902894,0.255938,-0.682331,0.591293,2.006286,-0.020916,0.684216,-0.166408,4.158286,0.2000,0.0000,0.4799
12.3200,-0.506001,-2.190621,0.934955,0.214819,-0.448611,-0.743792,0.867560,-0.747654,-2.546255,0.035267,-0.895774,0.253920,-0.686871,0.595139,2.019547,-0.021121,0.688726,-0.168296,4.161162,0.2000,0.0000,0.4799
12.3400,-0.515936,-2.196391,0.948027,0.218435,-0.435798,-0.758983,0.860621,-0.741673,-2.525887,0.034985,-0.888608,0.251889,-0.691241,0.598858,2.032365,-0.021070,0.692229,-0.169426,4.164102,0.2000,0.0000,0.4799
12.3600,-0.526364,-2.202654,0.961624,0.222067,-0.421933,-0.774506,0.853638,-0.735656,-2.505393,0.034701,-0.881399,0.249845,-0.695856,0.602640,2.045325,-0.022527,0.701069,-0.172114,4.167998,0.2000,0.0000,0.4799
12.3800,-0.537218,-2.209344,0.975668,0.225768,-0.407262,-0.790515,0.846614,-0.729602,-2.484777,0.034415,-0.874146,0.247789,-0.699501,0.605919,2.056770,-0.020263,0.696274,-0.170325,4.172766,0.2000,0.0000,0.4799
12.4000,-0.548619,-2.216612,0.990276,0.229457,-0.391400,-0.806767,0.839549,-0.723514,-2.464042,0.034128,-0.866851,0.245722,-0.703380,0.609255,2.068358,-0.019459,0.696583,-0.170302,4.178588,0.2000,0.0000,0.4799
12.4200,-0.560292,-2.224418,1.005164,0.233878,-0.377063,-0.823045,0.832445,-0.717391,-2.443191,0.033839,-0.859516,0.243642,-0.707416,0.612647,2.080045,-0.020099,0.702093,-0.173101,4.184805,0.2000,0.0000,0.4799
12.4400,-0.572524,-2.232852,1.020629,0.238315,-0.361711,-0.839722,0.825302,-0.711236,-2.422228,0.033549,-0.852141,0.241552,-0.711394,0.615968,2.091466,-0.021071,0.708764,-0.176360,4.192148,0.2000,0.0000,0.4799
12.4600,-0.584969,-2.241697,1.036303,0.243454,-0.347818,-0.856903,0.818123,-0.705049,-2.401157,0.033257,-0.844728,0.239451,-0.714883,0.618984,2.101959,-0.020127,0.708130,-0.176024,4.199902,0.2000,0.0000,0.4799
12.4800,-0.598237,-2.251303,1.052795,0.248017,-0.330770,-0.874562,0.810908,-0.698831,-2.379981,0.032964,-0.837279,0.237339,-0.718373,0.621961,2.112306,-0.019815,0.709685,-0.177188,4.209386,0.2000,0.0000,0.4799
12.5000,-0.611805,-2.261534,1.069577,0.253425,-0.315685,-0.892437,0.803658,-0.692583,-2.358704,0.032669,-0.829793,0.235217,-0.722510,0.625187,2.123200,-0.023199,0.725398,-0.181192,4.219348,0.2000,0.0000,0.4799
12.5200,-0.626058,-2.272501,1.087035,0.258575,-0.298562,-0.911013,0.796375,-0.686307,-2.337329,0.032373,-0.822274,0.233085,-0.725805,0.627970,2.132857,-0.023160,0.727854,-0.182176,4.230839,0.2000,0.0000,0.4799
12.5400,-0.641025,-2.284232,1.105158,0.263417,-0.279244,-0.930115,0.789061,-0.680004,-2.315861,0.032076,-0.814721,0.230945,-0.728143,0.630280,2.141245,-0.019090,0.714257,-0.180949,4.243864,0.2000,0.0000,0.4799
12.5600,-0.656521,-2.296859,1.123787,0.268816,-0.261056,-0.949482,0.781715,-0.673673,-2.294303,0.031777,-0.807137,0.228795,-0.731252,0.632895,2.150293,-0.019427,0.717788,-0.182914,4.257854,0.2000,0.0000,0.4799
12.5800,-0.672792,-2.310454,1.143132,0.274039,-0.241458,-0.969319,0.774340,-0.667318,-2.272658,0.031477,-0.799522,0.226636,-0.734323,0.635443,2.159068,-0.020260,0.723212,-0.185284,4.273440,0.2000,0.0000,0.4799
12.6000,-0.689800,-2.325033,1.163138,0.279178,-0.220803,-0.989766,0.766937,-0.660938,-2.250930,0.031176,-0.791879,0.224470,-0.736886,0.637686,2.167039,-0.018973,0.719884,-0.185800,4.290590,0.2000,0.0000,0.4799
12.6200,-0.707654,-2.340710,1.183868,0.284047,-0.198667,-1.010653,0.759508,-0.654535,-2.229124,0.030874,-0.784207,0.222295,-0.739399,0.639861,2.174747,-0.018119,0.718087,-0.187000,4.309452,0.2000,0.0000,0.4799
12.6400,-0.726147,-2.357549,1.205168,0.289407,-0.178043,-1.032284,0.752052,-0.648110,-2.207243,0.030571,-0.776509,0.220113,-0.742277,0.642170,2.182561,-0.020061,0.727787,-0.189567,4.329603,0.2000,0.0000,0.4799
12.6600,-0.745503,-2.375489,1.227162,0.294288,-0.155104,-1.054644,0.744573,-0.641664,-2.185291,0.030267,-0.768786,0.217924,-0.744912,0.644179,2.189740,-0.020523,0.730940,-0.188342,4.351672,0.2000,0.0000,0.4799
12.6800,-0.766220,-2.394910,1.250133,0.297617,-0.127142,-1.076972,0.737070,-0.635199,-2.163271,0.029962,-0.761040,0.215728,-0.746529,0.645896,2.196006,-0.017584,0.719976,-0.192099,4.376338,0.2000,0.0000,0.4799
12.7000,-0.787202,-2.415510,1.273387,0.302524,-0.104438,-1.101032,0.729546,-0.628714,-2.141188,0.029656,-0.753271,0.213526,-0.749554,0.647983,2.202953,-0.021841,0.739135,-0.191519,4.401816,0.2000,0.0000,0.4799
12.7200,-0.809643,-2.437647,1.297558,0.305442,-0.075537,-1.125175,0.722002,-0.622213,-2.119045,0.029350,-0.745481,0.211318,-0.751286,0.649505,2.208665,-0.020072,0.732328,-0.192495,4.430145,0.2000,0.0000,0.4799
12.7400,-0.827668,-2.451794,1.317390,0.297467,-0.024232,-1.165785,0.714438,-0.615695,-2.096847,0.029042,-0.737672,0.209104,-0.752627,0.650609,2.213907,-0.015302,0.709972,-0.194958,4.458445,0.2000,0.0000,0.4799
12.7600,-0.834115,-2.452588,1.327699,0.282638,0.028345,-1.215472,0.706857,-0.609161,-2.074597,0.028734,-0.729844,0.206885,-0.755253,0.652278,2.219700,-0.019144,0.725603,-0.196446,4.473349,0.2000,0.0000,0.4799
12.7800,-0.840502,-2.453661,1.338261,0.273005,0.057523,-1.250343,0.699260,-0.602614,-2.052299,0.028425,-0.722000,0.204661,-0.756541,0.653080,2.224257,-0.014088,0.699212,-0.198496,4.480810,0.2000,0.0000,0.4799
12.8000,-0.847809,-2.456038,1.349689,0.261578,0.093864,-1.278942,0.691648,-0.596054,-2.029957,0.028116,-0.714140,0.202433,-0.758108,0.654115,2.228724,-0.012686,0.690206,-0.202265,4.489245,0.2000,0.0000,0.4799
12.8200,-0.856418,-2.460381,1.362073,0.250128,0.128537,-1.304920,0.684022,-0.589482,-2.007576,0.027806,-0.706266,0.200201,-0.759978,0.655483,2.232982,-0.016045,0.705629,-0.203201,4.498829,0.2000,0.0000,0.4799
12.8400,-0.864321,-2.464484,1.373992,0.238550,0.163376,-1.334313,0.676383,-0.582900,-1.985158,0.027495,-0.698380,0.197966,-0.761511,0.656435,2.236728,-0.016498,0.705524,-0.204489,4.509220,0.2000,0.0000,0.4799
12.8600,-0.871479,-2.468274,1.385441,0.226833,0.199534,-1.364583,0.668734,-0.576308,-1.962708,0.027184,-0.690482,0.195727,-0.762777,0.656867,2.240068,-0.013208,0.683952,-0.208579,4.519785,0.2000,0.0000,0.4799
12.8800,-0.878217,-2.472130,1.396621,0.215452,0.234207,-1.394884,0.661076,-0.569708,-1.940231,0.026873,-0.682574,0.193486,-0.764086,0.657557,2.243038,-0.013452,0.681488,-0.210607,4.530142,0.2000,0.0000,0.4799
12.9000,-0.884574,-2.475853,1.407491,0.204013,0.268593,-1.425452,0.653409,-0.563100,-1.917729,0.026561,-0.674658,0.191242,-0.765119,0.658922,2.245351,-0.020066,0.718178,-0.207855,4.540486,0.2000,0.0000,0.4799
12.9200,-0.890841,-2.478717,1.418221,0.192172,0.303560,-1.456228,0.645735,-0.556487,-1.895207,0.026249,-0.666735,0.188996,-0.766305,0.658855,2.247679,-0.016315,0.690255,-0.211776,4.550890,0.2000,0.0000,0.4799
12.9400,-0.897167,-2.482454,1.428955,0.180584,0.341003,-1.485564,0.638056,-0.549870,-1.872669,0.025937,-0.658806,0.186748,-0.766765,0.660031,2.248973,-0.022782,0.729106,-0.207327,4.562091,0.2000,0.0000,0.4799
12.9600,-0.903326,-2.485566,1.439328,0.168406,0.380154,-1.515722,0.630373,-0.543248,-1.850120,0.025625,-0.650873,0.184499,-0.768093,0.659359,2.250804,-0.016735,0.682571,-0.215087,4.573779,0.2000,0.0000,0.4799
12.9800,-0.909627,-2.489114,1.449665,0.156702,0.419455,-1.545129,0.622687,-0.536625,-1.827562,0.025312,-0.642937,0.182250,-0.769169,0.658979,2.252062,-0.013763,0.654948,-0.221767,4.585869,0.2000,0.0000,0.4799
13.0000,-0.915863,-2.492181,1.459590,0.144859,0.456642,-1.575959,0.615000,-0.530000,-1.805000,0.025000,-0.635000,0.180000,-0.769813,0.658986,2.252622,-0.014587,0.653097,-0.222721,4.597900,0.2000,0.0000,0.4799
13.0200,-0.922132,-2.495672,1.469257,0.133198,0.494877,-1.606099,0.607313,-0.523375,-1.782438,0.024688,-0.627063,0.177750,-0.770171,0.659011,2.252659,-0.016311,0.658144,-0.221970,4.610349,0.2000,0.0000,0.4799
13.0400,-0.928111,-2.498560,1.478529,0.122471,0.529669,-1.638424,0.599627,-0.516752,-1.759880,0.024375,-0.619127,0.175501,-0.768782,0.660049,2.251222,-0.024329,0.718298,-0.209169,4.622609,0.2000,0.0000,0.4799
13.0600,-0.934098,-2.501959,1.487534,0.111494,0.572163,-1.668124,0.591944,-0.510130,-1.737331,0.024063,-0.611194,0.173252,-0.768633,0.659825,2.250359,-0.025519,0.722501,-0.207487,4.636224,0.2000,0.0000,0.4799
13.0800,-0.939896,-2.505001,1.496162,0.100790,0.617627,-1.697764,0.584265,-0.503513,-1.714793,0.023751,-0.603265,0.171004,-0.768450,0.659384,2.249162,-0.026016,0.720970,-0.207577,4.650598,0.2000,0.0000,0.4799
13.1000,-0.945413,-2.507789,1.504310,0.090152,0.666155,-1.727073,0.576591,-0.496900,-1.692271,0.023439,-0.595342,0.168758,-0.769967,0.657831,2.248638,-0.021817,0.670173,-0.220122,4.665651,0.2000,0.0000,0.4799
13.1200,-0.950956,-2.510401,1.512101,0.079723,0.713815,-1.756520,0.568924,-0.490292,-1.669769,0.023127,-0.587426,0.166514,-0.770061,0.657019,2.246944,-0.022711,0.664756,-0.218490,4.680777,0.2000,0.0000,0.4799
13.1400,-0.956525,-2.513467,1.519664,0.070252,0.759232,-1.786245,0.561266,-0.483692,-1.647292,0.022816,-0.579518,0.164273,-0.768016,0.656943,2.243686,-0.026133,0.696054,-0.211102,4.695988,0.2000,0.0000,0.4799
13.1600,-0.961699,-2.515956,1.526745,0.060947,0.808019,-1.816081,0.553617,-0.477100,-1.624842,0.022505,-0.571620,0.162034,-0.767544,0.655964,2.241030,-0.026760,0.691257,-0.210392,4.712052,0.2000,0.0000,0.4799
13.1800,-0.966649,-2.518337,1.533419,0.051636,0.860507,-1.844447,0.545978,-0.470518,-1.602424,0.022194,-0.563734,0.159799,-0.768547,0.654221,2.238773,-0.025174,0.653829,-0.219865,4.728789,0.2000,0.0000,0.4799
13.2000,-0.971521,-2.520505,1.539805,0.042996,0.910363,-1.873949,0.538352,-0.463946,-1.580043,0.021884,-0.555860,0.157567,-0.768611,0.652769,2.235756,-0.025830,0.638750,-0.219584,4.745515,0.2000,0.0000,0.4799
13.2200,-0.976211,-2.522782,1.545546,0.034776,0.957368,-1.898012,0.530740,-0.457386,-1.557701,0.021575,-0.548000,0.155339,-0.764092,0.652792,2.230109,-0.030189,0.698489,-0.199901,4.759146,0.2000,0.0000,0.4799
13.2400,-0.977500,-2.523561,1.547559,0.032114,0.971003,-1.892701,0.523143,-0.450839,-1.535403,0.021266,-0.540156,0.153115,-0.760728,0.652087,2.224518,-0.031046,0.723638,-0.196697,4.745719,0.2000,0.0000,0.4799
13.2600,-0.977736,-2.523836,1.548400,0.031373,0.974443,-1.879631,0.515562,-0.444305,-1.513153,0.020958,-0.532328,0.150896,-0.758798,0.650719,2.219378,-0.031030,0.725506,-0.196620,4.724510,0.2000,0.0000,0.4799
13.2800,-0.977846,-2.524184,1.549215,0.030331,0.982866,-1.864589,0.507998,-0.437787,-1.490955,0.020650,-0.524519,0.148682,-0.757323,0.649038,2.214144,-0.030644,0.718236,-0.198772,4.704145,0.2000,0.0000,0.4799
13.3000,-0.978009,-2.524461,1.549823,0.029469,0.992877,-1.853708,0.500454,-0.431286,-1.468812,0.020344,-0.516729,0.146474,-0.755041,0.647474,2.208231,-0.031031,0.723044,-0.195849,4.686056,0.2000,0.0000,0.4799
13.3200,-0.978173,-2.524637,1.550195,0.028974,1.003391,-1.846203,0.492930,-0.424801,-1.446729,0.020038,-0.508960,0.144272,-0.752915,0.645694,2.202068,-0.031106,0.722401,-0.194822,4.669506,0.2000,0.0000,0.4799
13.3400,-0.978316,-2.524785,1.550476,0.028565,1.014499,-1.839670,0.485427,-0.418336,-1.424709,0.019733,-0.501214,0.142076,-0.750658,0.643797,2.195519,-0.031156,0.721418,-0.193890,4.653621,0.2000,0.0000,0.4799
13.3600,-0.978439,-2.524915,1.550710,0.028197,1.025570,-1.833603,0.477948,-0.411890,-1.402757,0.019429,-0.493491,0.139887,-0.748259,0.641791,2.188581,-0.031198,0.720381,-0.192903,4.638016,0.2000,0.0000,0.4799
13.3800,-0.978540,-2.525031,1.550912,0.027867,1.036329,-1.827843,0.470492,-0.405465,-1.380876,0.019126,-0.485793,0.137705,-0.745725,0.639672,2.181257,-0.031230,0.719196,-0.191874,4.622548,0.2000,0.0000,0.4799
13.4000,-0.978631,-2.525136,1.551098,0.027564,1.046673,-1.822314,0.463063,-0.399062,-1.359070,0.018824,-0.478121,0.135530,-0.743061,0.637441,2.173553,-0.031248,0.717809,-0.190820,4.607166,0.2000,0.0000,0.4799
13.4200,-0.978717,-2.525232,1.551274,0.027284,1.056584,-1.816976,0.455660,-0.392682,-1.337342,0.018523,-0.470478,0.133364,-0.740271,0.635097,2.165471,-0.031251,0.716197,-0.189746,4.591855,0.2000,0.0000,0.4799
13.4400,-0.978798,-2.525321,1.551443,0.027021,1.066073,-1.811812,0.448285,-0.386327,-1.315697,0.018223,-0.462863,0.131205,-0.737355,0.632641,2.157015,-0.031242,0.714364,-0.188651,4.576614,0.2000,0.0000,0.4799
13.4600,-0.978879,-2.525405,1.551612,0.026770,1.075161,-1.806793,0.440939,-0.379996,-1.294139,0.017924,-0.455279,0.129055,-0.734315,0.630074,2.148185,-0.031219,0.712310,-0.187542,4.561446,0.2000,0.0000,0.4799
13.4800,-0.978963,-2.525485,1.551783,0.026526,1.083873,-1.801901,0.433625,-0.373693,-1.272671,0.017627,-0.447726,0.126915,-0.731151,0.627396,2.138985,-0.031185,0.710050,-0.186411,4.546356,0.2000,0.0000,0.4799
13.5000,-0.979047,-2.525563,1.551955,0.026286,1.092227,-1.797129,0.426342,-0.367417,-1.251296,0.017331,-0.440207,0.124783,-0.727864,0.624608,2.129417,-0.031139,0.707595,-0.185258,4.531348,0.2000,0.0000,0.4799
13.5200,-0.979132,-2.525638,1.552128,0.026050,1.100240,-1.792473,0.419092,-0.361169,-1.230019,0.017036,-0.432721,0.122661,-0.724453,0.621712,2.119483,-0.031084,0.704954,-0.184080,4.516425,0.2000,0.0000,0.4799
13.5400,-0.979218,-2.525712,1.552300,0.025817,1.107928,-1.787928,0.411877,-0.354951,-1.208843,0.016743,-0.425272,0.120549,-0.720920,0.618709,2.109186,-0.031018,0.702136,-0.182878,4.501592,0.2000,0.0000,0.4799
13.5600,-0.979305,-2.525783,1.552470,0.025587,1.115305,-1.783493,0.404698,-0.348764,-1.187772,0.016451,-0.417859,0.118448,-0.717266,0.615598,2.098528,-0.030943,0.699147,-0.181649,4.486854,0.2000,0.0000,0.4799
13.5800,-0.979391,-2.525853,1.552639,0.025360,1.122387,-1.779164,0.397555,-0.342609,-1.166809,0.016161,-0.410484,0.116358,-0.713491,0.612382,2.087513,-0.030859,0.695988,-0.180395,4.472216,0.2000,0.0000,0.4799
13.6000,-0.979478,-2.525922,1.552807,0.025135,1.129186,-1.774939,0.390451,-0.336486,-1.145958,0.015872,-0.403149,0.114278,-0.709596,0.609061,2.076143,-0.030766,0.692668,-0.179115,4.457684,0.2000,0.0000,0.4799
