t_sim,q1,q2,q3,q4,q5,q6,q7,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,q7_ref,tau1,tau2,tau3,tau4,tau5,tau6,tau7,gripper_cmd,tracking_error,ee_x,ee_y,ee_z
5.4100,-0.303794,0.328235,-0.126606,-2.603854,-0.347376,3.048739,-2.443314,-0.298661,0.313827,-0.132228,-2.583309,-0.347347,3.060290,-2.441699,-0.298661,0.313827,-0.132228,-2.583309,-0.347347,3.060290,-2.441699,0.0010,0.028700,0.4139,-0.1742,0.0478
5.4150,-0.303382,0.329169,-0.127032,-2.603312,-0.347688,3.050123,-2.442812,-0.298011,0.315754,-0.132935,-2.582792,-0.347713,3.061727,-2.441150,-0.298011,0.315754,-0.132935,-2.582792,-0.347713,3.061727,-2.441150,0.0010,0.028322,0.4142,-0.1743,0.0477
5.4200,-0.302950,0.330176,-0.127481,-2.602761,-0.348015,3.051545,-2.442291,-0.297341,0.317741,-0.133665,-2.582258,-0.348090,3.063209,-2.440584,-0.297341,0.317741,-0.133665,-2.582258,-0.348090,3.063209,-2.440584,0.0010,0.027994,0.4145,-0.1743,0.0476
5.4250,-0.302497,0.331258,-0.127952,-2.602201,-0.348357,3.053004,-2.441750,-0.296651,0.319786,-0.134416,-2.581710,-0.348479,3.064734,-2.440001,-0.296651,0.319786,-0.134416,-2.581710,-0.348479,3.064734,-2.440001,0.0010,0.027715,0.4148,-0.1744,0.0474
5.4300,-0.302023,0.332415,-0.128446,-2.601635,-0.348714,3.054501,-2.441189,-0.295943,0.321885,-0.135187,-2.581146,-0.348877,3.066300,-2.439403,-0.295943,0.321885,-0.135187,-2.581146,-0.348877,3.066300,-2.439403,0.0010,0.027486,0.4151,-0.1744,0.0472
5.4350,-0.301529,0.333648,-0.128962,-2.601062,-0.349086,3.056035,-2.440611,-0.295218,0.324037,-0.135977,-2.580569,-0.349286,3.067904,-2.438790,-0.295218,0.324037,-0.135977,-2.580569,-0.349286,3.067904,-2.438790,0.0010,0.027306,0.4153,-0.1745,0.0470
5.4400,-0.301015,0.334956,-0.129501,-2.600482,-0.349473,3.057606,-2.440015,-0.294476,0.326236,-0.136785,-2.579978,-0.349704,3.069545,-2.438163,-0.294476,0.326236,-0.136785,-2.579978,-0.349704,3.069545,-2.438163,0.0010,0.027172,0.4156,-0.1745,0.0468
5.4450,-0.300481,0.336340,-0.130061,-2.599898,-0.349873,3.059212,-2.439402,-0.293719,0.328481,-0.137610,-2.579376,-0.350130,3.071219,-2.437523,-0.293719,0.328481,-0.137610,-2.579376,-0.350130,3.071219,-2.437523,0.0010,0.027081,0.4158,-0.1746,0.0465
5.4500,-0.299929,0.337800,-0.130643,-2.599308,-0.350287,3.060852,-2.438774,-0.292947,0.330768,-0.138450,-2.578762,-0.350565,3.072924,-2.436871,-0.292947,0.330768,-0.138450,-2.578762,-0.350565,3.072924,-2.436871,0.0010,0.027032,0.4161,-0.1746,0.0463
5.4550,-0.299357,0.339333,-0.131246,-2.598714,-0.350713,3.062525,-2.438131,-0.292163,0.333093,-0.139304,-2.578138,-0.351006,3.074658,-2.436209,-0.292163,0.333093,-0.139304,-2.578138,-0.351006,3.074658,-2.436209,0.0010,0.027019,0.4163,-0.1746,0.0459
5.4600,-0.298767,0.340939,-0.131869,-2.598115,-0.351150,3.064228,-2.437476,-0.291367,0.335454,-0.140171,-2.577504,-0.351454,3.076418,-2.435536,-0.291367,0.335454,-0.140171,-2.577504,-0.351454,3.076418,-2.435536,0.0010,0.027038,0.4165,-0.1747,0.0456
5.4650,-0.298160,0.342616,-0.132512,-2.597513,-0.351598,3.065960,-2.436808,-0.290560,0.337845,-0.141049,-2.576862,-0.351909,3.078202,-2.434855,-0.290560,0.337845,-0.141049,-2.576862,-0.351909,3.078202,-2.434855,0.0010,0.027086,0.4167,-0.1747,0.0452
5.4700,-0.297536,0.344362,-0.133174,-2.596907,-0.352055,3.067718,-2.436129,-0.289744,0.340264,-0.141937,-2.576213,-0.352368,3.080006,-2.434166,-0.289744,0.340264,-0.141937,-2.576213,-0.352368,3.080006,-2.434166,0.0010,0.027157,0.4169,-0.1747,0.0448
5.4750,-0.296895,0.346176,-0.133854,-2.596298,-0.352521,3.069499,-2.435440,-0.288921,0.342706,-0.142834,-2.575557,-0.352832,3.081827,-2.433470,-0.288921,0.342706,-0.142834,-2.575557,-0.352832,3.081827,-2.433470,0.0010,0.027247,0.4170,-0.1747,0.0444
5.4800,-0.296238,0.348055,-0.134552,-2.595686,-0.352993,3.071300,-2.434743,-0.288090,0.345169,-0.143739,-2.574896,-0.353300,3.083663,-2.432768,-0.288090,0.345169,-0.143739,-2.574896,-0.353300,3.083663,-2.432768,0.0010,0.027352,0.4172,-0.1747,0.0439
5.4850,-0.295566,0.349995,-0.135266,-2.595071,-0.353472,3.073120,-2.434038,-0.287254,0.347647,-0.144649,-2.574231,-0.353770,3.085512,-2.432062,-0.287254,0.347647,-0.144649,-2.574231,-0.353770,3.085512,-2.432062,0.0010,0.027468,0.4173,-0.1747,0.0435
5.4900,-0.294880,0.351995,-0.135996,-2.594454,-0.353956,3.074953,-2.433327,-0.286414,0.350137,-0.145563,-2.573563,-0.354243,3.087369,-2.431352,-0.286414,0.350137,-0.145563,-2.573563,-0.354243,3.087369,-2.431352,0.0010,0.027590,0.4174,-0.1748,0.0430
5.4950,-0.294180,0.354052,-0.136741,-2.593835,-0.354444,3.076799,-2.432611,-0.285572,0.352635,-0.146481,-2.572892,-0.354718,3.089232,-2.430640,-0.285572,0.352635,-0.146481,-2.572892,-0.354718,3.089232,-2.430640,0.0010,0.027715,0.4176,-0.1748,0.0424
5.5000,-0.293468,0.356161,-0.137499,-2.593214,-0.354935,3.078652,-2.431891,-0.284728,0.355138,-0.147400,-2.572221,-0.355193,3.091098,-2.429927,-0.284728,0.355138,-0.147400,-2.572221,-0.355193,3.091098,-2.429927,0.0010,0.027839,0.4176,-0.1748,0.0419
5.5050,-0.292745,0.358321,-0.138270,-2.592591,-0.355428,3.080511,-2.431167,-0.283884,0.357640,-0.148319,-2.571549,-0.355668,3.092964,-2.429214,-0.283884,0.357640,-0.148319,-2.571549,-0.355668,3.092964,-2.429214,0.0010,0.027959,0.4177,-0.1748,0.0413
5.5100,-0.292010,0.360528,-0.139052,-2.591967,-0.355922,3.082373,-2.430443,-0.283041,0.360138,-0.149236,-2.570878,-0.356143,3.094827,-2.428502,-0.283041,0.360138,-0.149236,-2.570878,-0.356143,3.094827,-2.428502,0.0010,0.028071,0.4178,-0.1748,0.0407
5.5150,-0.291266,0.362777,-0.139844,-2.591343,-0.356416,3.084233,-2.429717,-0.282201,0.362628,-0.150151,-2.570210,-0.356616,3.096684,-2.427793,-0.282201,0.362628,-0.150151,-2.570210,-0.356616,3.096684,-2.427793,0.0010,0.028174,0.4179,-0.1747,0.0401
5.5200,-0.290513,0.365066,-0.140646,-2.590718,-0.356910,3.086090,-2.428992,-0.281365,0.365107,-0.151061,-2.569545,-0.357086,3.098532,-2.427086,-0.281365,0.365107,-0.151061,-2.569545,-0.357086,3.098532,-2.427086,0.0010,0.028266,0.4179,-0.1747,0.0395
5.5250,-0.289753,0.367390,-0.141456,-2.590094,-0.357402,3.087940,-2.428269,-0.280535,0.367569,-0.151966,-2.568884,-0.357554,3.100369,-2.426385,-0.280535,0.367569,-0.151966,-2.568884,-0.357554,3.100369,-2.426385,0.0010,0.028344,0.4179,-0.1747,0.0388
5.5300,-0.288986,0.369746,-0.142272,-2.589470,-0.357892,3.089781,-2.427548,-0.279711,0.370012,-0.152863,-2.568228,-0.358018,3.102190,-2.425689,-0.279711,0.370012,-0.152863,-2.568228,-0.358018,3.102190,-2.425689,0.0010,0.028406,0.4179,-0.1747,0.0381
5.5350,-0.288213,0.372129,-0.143094,-2.588847,-0.358379,3.091609,-2.426831,-0.278895,0.372430,-0.153751,-2.567579,-0.358477,3.103994,-2.425000,-0.278895,0.372430,-0.153751,-2.567579,-0.358477,3.103994,-2.425000,0.0010,0.028453,0.4180,-0.1747,0.0374
5.5400,-0.287437,0.374537,-0.143921,-2.588226,-0.358863,3.093423,-2.426119,-0.278088,0.374822,-0.154629,-2.566937,-0.358932,3.105777,-2.424318,-0.278088,0.374822,-0.154629,-2.566937,-0.358932,3.105777,-2.424318,0.0010,0.028482,0.4179,-0.1747,0.0367
5.5450,-0.286657,0.376964,-0.144750,-2.587607,-0.359342,3.095218,-2.425413,-0.277292,0.377182,-0.155496,-2.566303,-0.359380,3.107538,-2.423646,-0.277292,0.377182,-0.155496,-2.566303,-0.359380,3.107538,-2.423646,0.0010,0.028494,0.4179,-0.1747,0.0360
5.5500,-0.285874,0.379407,-0.145582,-2.586990,-0.359816,3.096993,-2.424714,-0.276508,0.379507,-0.156350,-2.565679,-0.359822,3.109272,-2.422983,-0.276508,0.379507,-0.156350,-2.565679,-0.359822,3.109272,-2.422983,0.0010,0.028489,0.4179,-0.1746,0.0353
5.5550,-0.285091,0.381861,-0.146413,-2.586377,-0.360285,3.098746,-2.424023,-0.275737,0.381794,-0.157190,-2.565065,-0.360256,3.110977,-2.422331,-0.275737,0.381794,-0.157190,-2.565065,-0.360256,3.110977,-2.422331,0.0010,0.028466,0.4178,-0.1746,0.0346
5.5600,-0.284308,0.384323,-0.147245,-2.585768,-0.360747,3.100472,-2.423342,-0.274979,0.384039,-0.158015,-2.564463,-0.360682,3.112651,-2.421692,-0.274979,0.384039,-0.158015,-2.564463,-0.360682,3.112651,-2.421692,0.0010,0.028427,0.4178,-0.1746,0.0338
5.5650,-0.283527,0.386788,-0.148074,-2.585164,-0.361202,3.102171,-2.422671,-0.274237,0.386239,-0.158822,-2.563872,-0.361100,3.114292,-2.421065,-0.274237,0.386239,-0.158822,-2.563872,-0.361100,3.114292,-2.421065,0.0010,0.028371,0.4177,-0.1746,0.0331
5.5700,-0.282748,0.389253,-0.148900,-2.584564,-0.361650,3.103839,-2.422012,-0.273512,0.388390,-0.159612,-2.563295,-0.361509,3.115896,-2.420452,-0.273512,0.388390,-0.159612,-2.563295,-0.361509,3.115896,-2.420452,0.0010,0.028302,0.4176,-0.1745,0.0323
5.5750,-0.281973,0.391713,-0.149722,-2.583971,-0.362089,3.105475,-2.421364,-0.272804,0.390489,-0.160384,-2.562731,-0.361907,3.117462,-2.419853,-0.272804,0.390489,-0.160384,-2.562731,-0.361907,3.117462,-2.419853,0.0010,0.028219,0.4176,-0.1745,0.0316
5.5800,-0.281202,0.394164,-0.150538,-2.583383,-0.362520,3.107075,-2.420731,-0.272114,0.392534,-0.161135,-2.562183,-0.362296,3.118987,-2.419271,-0.272114,0.392534,-0.161135,-2.562183,-0.362296,3.118987,-2.419271,0.0010,0.028126,0.4175,-0.1745,0.0308
5.5850,-0.280438,0.396602,-0.151347,-2.582803,-0.362941,3.108638,-2.420112,-0.271444,0.394522,-0.161864,-2.561649,-0.362673,3.120469,-2.418704,-0.271444,0.394522,-0.161864,-2.561649,-0.362673,3.120469,-2.418704,0.0010,0.028024,0.4173,-0.1744,0.0300
5.5900,-0.279680,0.399024,-0.152148,-2.582231,-0.363351,3.110162,-2.419508,-0.270794,0.396449,-0.162572,-2.561132,-0.363039,3.121906,-2.418155,-0.270794,0.396449,-0.162572,-2.561132,-0.363039,3.121906,-2.418155,0.0010,0.027916,0.4172,-0.1744,0.0293
5.5950,-0.278931,0.401425,-0.152939,-2.581667,-0.363751,3.111644,-2.418920,-0.270165,0.398313,-0.163257,-2.560631,-0.363393,3.123296,-2.417624,-0.270165,0.398313,-0.163257,-2.560631,-0.363393,3.123296,-2.417624,0.0010,0.027804,0.4171,-0.1744,0.0285
5.6000,-0.278191,0.403801,-0.153720,-2.581112,-0.364140,3.113082,-2.418350,-0.269558,0.400112,-0.163918,-2.560148,-0.363735,3.124638,-2.417111,-0.269558,0.400112,-0.163918,-2.560148,-0.363735,3.124638,-2.417111,0.0010,0.027692,0.4170,-0.1743,0.0277
5.6050,-0.277462,0.406149,-0.154489,-2.580567,-0.364517,3.114474,-2.417797,-0.268974,0.401845,-0.164554,-2.559684,-0.364064,3.125930,-2.416618,-0.268974,0.401845,-0.164554,-2.559684,-0.364064,3.125930,-2.416618,0.0010,0.027583,0.4168,-0.1743,0.0270
5.6100,-0.276743,0.408465,-0.155246,-2.580033,-0.364881,3.115819,-2.417263,-0.268413,0.403507,-0.165165,-2.559237,-0.364380,3.127170,-2.416144,-0.268413,0.403507,-0.165165,-2.559237,-0.364380,3.127170,-2.416144,0.0010,0.027480,0.4167,-0.1743,0.0262
5.6150,-0.276038,0.410746,-0.155989,-2.579509,-0.365233,3.117115,-2.416749,-0.267876,0.405099,-0.165749,-2.558810,-0.364682,3.128357,-2.415690,-0.267876,0.405099,-0.165749,-2.558810,-0.364682,3.128357,-2.415690,0.0010,0.027386,0.4165,-0.1743,0.0255
5.6200,-0.275345,0.412987,-0.156717,-2.578997,-0.365571,3.118359,-2.416254,-0.267364,0.406618,-0.166307,-2.558402,-0.364971,3.129490,-2.415257,-0.267364,0.406618,-0.166307,-2.558402,-0.364971,3.129490,-2.415257,0.0010,0.027306,0.4164,-0.1742,0.0247
5.6250,-0.274667,0.415186,-0.157429,-2.578497,-0.365896,3.119552,-2.415780,-0.266876,0.408064,-0.166838,-2.558014,-0.365245,3.130568,-2.414846,-0.266876,0.408064,-0.166838,-2.558014,-0.365245,3.130568,-2.414846,0.0010,0.027242,0.4162,-0.1742,0.0240
5.6300,-0.274005,0.417340,-0.158124,-2.578009,-0.366206,3.120690,-2.415327,-0.266414,0.409434,-0.167341,-2.557646,-0.365506,3.131590,-2.414455,-0.266414,0.409434,-0.167341,-2.557646,-0.365506,3.131590,-2.414455,0.0010,0.027199,0.4160,-0.1742,0.0233
5.6350,-0.273358,0.419445,-0.158802,-2.577535,-0.366501,3.121774,-2.414895,-0.265978,0.410728,-0.167817,-2.557299,-0.365751,3.132555,-2.414086,-0.265978,0.410728,-0.167817,-2.557299,-0.365751,3.132555,-2.414086,0.0010,0.027179,0.4159,-0.1741,0.0226
5.6400,-0.272728,0.421499,-0.159461,-2.577075,-0.366782,3.122802,-2.414486,-0.265567,0.411946,-0.168264,-2.556972,-0.365983,3.133463,-2.413739,-0.265567,0.411946,-0.168264,-2.556972,-0.365983,3.133463,-2.413739,0.0010,0.027185,0.4157,-0.1741,0.0219
5.6450,-0.272116,0.423498,-0.160100,-2.576629,-0.367048,3.123773,-2.414098,-0.265182,0.413086,-0.168683,-2.556666,-0.366199,3.134313,-2.413414,-0.265182,0.413086,-0.168683,-2.556666,-0.366199,3.134313,-2.413414,0.0010,0.027220,0.4155,-0.1741,0.0212
5.6500,-0.271523,0.425440,-0.160720,-2.576198,-0.367299,3.124687,-2.413733,-0.264823,0.414150,-0.169073,-2.556381,-0.366401,3.135107,-2.413111,-0.264823,0.414150,-0.169073,-2.556381,-0.366401,3.135107,-2.413111,0.0010,0.027287,0.4153,-0.1740,0.0205
5.6550,-0.270948,0.427323,-0.161319,-2.575782,-0.367534,3.125543,-2.413391,-0.264490,0.415137,-0.169436,-2.556116,-0.366589,3.135843,-2.412830,-0.264490,0.415137,-0.169436,-2.556116,-0.366589,3.135843,-2.412830,0.0010,0.027388,0.4151,-0.1740,0.0199
5.6600,-0.270394,0.429144,-0.161896,-2.575381,-0.367754,3.126341,-2.413071,-0.264183,0.416047,-0.169770,-2.555871,-0.366762,3.136522,-2.412571,-0.264183,0.416047,-0.169770,-2.555871,-0.366762,3.136522,-2.412571,0.0010,0.027524,0.4149,-0.1740,0.0192
5.6650,-0.269859,0.430901,-0.162452,-2.574996,-0.367958,3.127081,-2.412774,-0.263902,0.416882,-0.170077,-2.555647,-0.366920,3.137144,-2.412333,-0.263902,0.416882,-0.170077,-2.555647,-0.366920,3.137144,-2.412333,0.0010,0.027696,0.4147,-0.1740,0.0186
5.6700,-0.269345,0.432592,-0.162985,-2.574626,-0.368146,3.127763,-2.412500,-0.263645,0.417642,-0.170356,-2.555443,-0.367065,3.137711,-2.412116,-0.263645,0.417642,-0.170356,-2.555443,-0.367065,3.137711,-2.412116,0.0010,0.027903,0.4145,-0.1739,0.0180
5.6750,-0.268853,0.434217,-0.163496,-2.574273,-0.368319,3.128387,-2.412248,-0.263414,0.418329,-0.170608,-2.555259,-0.367195,3.138223,-2.411920,-0.263414,0.418329,-0.170608,-2.555259,-0.367195,3.138223,-2.411920,0.0010,0.028147,0.4143,-0.1739,0.0174
5.6800,-0.268382,0.435772,-0.163983,-2.573937,-0.368477,3.128955,-2.412019,-0.263206,0.418945,-0.170834,-2.555093,-0.367312,3.138682,-2.411745,-0.263206,0.418945,-0.170834,-2.555093,-0.367312,3.138682,-2.411745,0.0010,0.028426,0.4141,-0.1739,0.0169
5.6850,-0.267932,0.437207,-0.164441,-2.573609,-0.368628,3.129607,-2.411812,-0.263022,0.419491,-0.171035,-2.554947,-0.367416,3.139090,-2.411589,-0.263022,0.419491,-0.171035,-2.554947,-0.367416,3.139090,-2.411589,0.0010,0.028656,0.4140,-0.1739,0.0163
5.6900,-0.267507,0.438554,-0.164930,-2.573262,-0.368726,3.130260,-2.411621,-0.262860,0.419970,-0.171211,-2.554818,-0.367507,3.139447,-2.411453,-0.262860,0.419970,-0.171211,-2.554818,-0.367507,3.139447,-2.411453,0.0010,0.028853,0.4138,-0.1739,0.0159
5.6950,-0.267113,0.439834,-0.165380,-2.572929,-0.368806,3.130842,-2.411451,-0.262720,0.420385,-0.171363,-2.554707,-0.367586,3.139757,-2.411334,-0.262720,0.420385,-0.171363,-2.554707,-0.367586,3.139757,-2.411334,0.0010,0.029092,0.4137,-0.1739,0.0154
5.7000,-0.266745,0.440997,-0.165812,-2.572597,-0.368860,3.131477,-2.411295,-0.262601,0.420739,-0.171493,-2.554612,-0.367653,3.140020,-2.411234,-0.262601,0.420739,-0.171493,-2.554612,-0.367653,3.140020,-2.411234,0.0010,0.029287,0.4136,-0.1739,0.0150
5.7050,-0.266403,0.442056,-0.166221,-2.572265,-0.368891,3.132129,-2.411152,-0.262501,0.421035,-0.171602,-2.554532,-0.367709,3.140241,-2.411149,-0.262501,0.421035,-0.171602,-2.554532,-0.367709,3.140241,-2.411149,0.0010,0.029457,0.4135,-0.1739,0.0146
5.7100,-0.266083,0.443019,-0.166606,-2.571936,-0.368902,3.132770,-2.411024,-0.262419,0.421278,-0.171691,-2.554467,-0.367755,3.140422,-2.411080,-0.262419,0.421278,-0.171691,-2.554467,-0.367755,3.140422,-2.411080,0.0010,0.029614,0.4135,-0.1740,0.0143
5.7150,-0.265785,0.443892,-0.166967,-2.571610,-0.368898,3.133374,-2.410911,-0.262354,0.421471,-0.171762,-2.554416,-0.367792,3.140566,-2.411025,-0.262354,0.421471,-0.171762,-2.554416,-0.367792,3.140566,-2.411025,0.0010,0.029768,0.4135,-0.1741,0.0141
5.7200,-0.265512,0.444702,-0.167348,-2.571273,-0.368855,3.133871,-2.410821,-0.262304,0.421619,-0.171816,-2.554376,-0.367820,3.140676,-2.410983,-0.262304,0.421619,-0.171816,-2.554376,-0.367820,3.140676,-2.410983,0.0010,0.029933,0.4135,-0.1741,0.0138
5.7250,-0.265267,0.445425,-0.167675,-2.570951,-0.368810,3.134322,-2.410744,-0.262268,0.421727,-0.171856,-2.554347,-0.367840,3.140757,-2.410952,-0.262268,0.421727,-0.171856,-2.554347,-0.367840,3.140757,-2.410952,0.0010,0.030102,0.4135,-0.1742,0.0136
5.7300,-0.265039,0.446072,-0.167968,-2.570641,-0.368764,3.134706,-2.410683,-0.262243,0.421801,-0.171883,-2.554327,-0.367855,3.140813,-2.410931,-0.262243,0.421801,-0.171883,-2.554327,-0.367855,3.140813,-2.410931,0.0010,0.030274,0.4135,-0.1743,0.0134
5.7350,-0.264826,0.446649,-0.168233,-2.570343,-0.368723,3.135013,-2.410638,-0.262227,0.421847,-0.171900,-2.554314,-0.367863,3.140847,-2.410918,-0.262227,0.421847,-0.171900,-2.554314,-0.367863,3.140847,-2.410918,0.0010,0.030448,0.4135,-0.1743,0.0133
5.7400,-0.264628,0.447119,-0.168461,-2.570078,-0.368695,3.135258,-2.410612,-0.262219,0.421871,-0.171909,-2.554308,-0.367868,3.140865,-2.410911,-0.262219,0.421871,-0.171909,-2.554308,-0.367868,3.140865,-2.410911,0.0010,0.030595,0.4135,-0.1744,0.0131
5.7450,-0.264439,0.447485,-0.168661,-2.569845,-0.368693,3.135448,-2.410616,-0.262216,0.421880,-0.171913,-2.554306,-0.367870,3.140872,-2.410908,-0.262216,0.421880,-0.171913,-2.554306,-0.367870,3.140872,-2.410908,0.0010,0.030704,0.4136,-0.1744,0.0130
5.7500,-0.264260,0.447769,-0.168838,-2.569634,-0.368715,3.135572,-2.410643,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0010,0.030783,0.4136,-0.1745,0.0129
5.7550,-0.264090,0.447989,-0.168993,-2.569439,-0.368757,3.135630,-2.410689,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0010,0.030838,0.4137,-0.1745,0.0129
5.7600,-0.263929,0.448157,-0.169129,-2.569256,-0.368813,3.135626,-2.410748,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0010,0.030872,0.4137,-0.1745,0.0128
5.7650,-0.263778,0.448285,-0.169251,-2.569081,-0.368880,3.135569,-2.410816,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0010,0.030890,0.4137,-0.1745,0.0128
5.7700,-0.263636,0.448382,-0.169359,-2.568914,-0.368952,3.135470,-2.410888,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0011,0.030897,0.4138,-0.1746,0.0128
5.7750,-0.263502,0.448455,-0.169455,-2.568753,-0.369024,3.135339,-2.410960,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0011,0.030896,0.4138,-0.1746,0.0128
5.7800,-0.263378,0.448511,-0.169540,-2.568598,-0.369093,3.135188,-2.411027,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0012,0.030890,0.4139,-0.1746,0.0127
5.7850,-0.263263,0.448553,-0.169616,-2.568451,-0.369154,3.135026,-2.411087,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0013,0.030882,0.4139,-0.1746,0.0127
5.7900,-0.263155,0.448586,-0.169683,-2.568311,-0.369206,3.134863,-2.411137,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0015,0.030872,0.4139,-0.1746,0.0127
5.7950,-0.263056,0.448613,-0.169744,-2.568179,-0.369246,3.134705,-2.411177,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0017,0.030862,0.4140,-0.1746,0.0127
5.8000,-0.262965,0.448637,-0.169798,-2.568056,-0.369275,3.134558,-2.411207,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0019,0.030853,0.4140,-0.1747,0.0128
5.8050,-0.262881,0.448659,-0.169848,-2.567941,-0.369292,3.134428,-2.411226,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0022,0.030843,0.4141,-0.1747,0.0128
5.8100,-0.262804,0.448680,-0.169894,-2.567836,-0.369298,3.134317,-2.411236,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0025,0.030834,0.4141,-0.1747,0.0128
5.8150,-0.262734,0.448701,-0.169936,-2.567739,-0.369294,3.134227,-2.411237,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0029,0.030826,0.4141,-0.1747,0.0128
5.8200,-0.262671,0.448723,-0.169975,-2.567651,-0.369281,3.134158,-2.411230,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0033,0.030817,0.4141,-0.1747,0.0128
5.8250,-0.262614,0.448745,-0.170013,-2.567572,-0.369262,3.134111,-2.411222,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0037,0.030809,0.4142,-0.1747,0.0128
5.8300,-0.262563,0.448769,-0.170049,-2.567500,-0.369240,3.134083,-2.411210,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0042,0.030801,0.4142,-0.1747,0.0128
5.8350,-0.262518,0.448793,-0.170084,-2.567435,-0.369214,3.134073,-2.411197,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0047,0.030792,0.4142,-0.1747,0.0128
5.8400,-0.262479,0.448818,-0.170116,-2.567377,-0.369186,3.134080,-2.411183,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0053,0.030784,0.4143,-0.1748,0.0128
5.8450,-0.262444,0.448844,-0.170147,-2.567323,-0.369158,3.134101,-2.411167,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0060,0.030777,0.4143,-0.1748,0.0128
5.8500,-0.262414,0.448871,-0.170177,-2.567275,-0.369131,3.134134,-2.411152,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0066,0.030769,0.4143,-0.1748,0.0128
5.8550,-0.262387,0.448898,-0.170205,-2.567230,-0.369105,3.134175,-2.411136,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0074,0.030763,0.4143,-0.1748,0.0128
5.8600,-0.262364,0.448926,-0.170232,-2.567189,-0.369081,3.134223,-2.411121,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,-0.262215,0.421882,-0.171913,-2.554305,-0.367870,3.140873,-2.410908,0.0081,0.030756,0.4144,-0.1748,0.0128
